epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,65987.2,0.99236,0.49702,0.95667,0.88113,0.77543,0.85054,0.50643,1.22374,0.55806,1.05197,0.0006832,0.0006832,0.0006832
98,66667.4,0.99337,0.49725,0.95546,0.85825,0.77388,0.8509,0.50039,1.22322,0.55782,1.0541,0.0006799,0.0006799,0.0006799
99,67343.9,0.99234,0.49876,0.95429,0.89963,0.75239,0.84294,0.49927,1.22096,0.55477,1.05253,0.0006766,0.0006766,0.0006766
100,68021.2,0.98569,0.49551,0.95436,0.88418,0.77498,0.85096,0.49903,1.22099,0.55061,1.05298,0.0006733,0.0006733,0.0006733
101,68694,0.98233,0.49257,0.9517,0.88482,0.81453,0.86031,0.50708,1.22308,0.55466,1.05178,0.00067,0.00067,0.00067
102,69377.2,0.97442,0.48712,0.94905,0.86256,0.80958,0.85716,0.50285,1.22337,0.55455,1.05394,0.0006667,0.0006667,0.0006667
103,70056.3,0.97796,0.49269,0.94855,0.84728,0.80335,0.85043,0.49855,1.22325,0.55356,1.05491,0.0006634,0.0006634,0.0006634
104,70727.6,0.97043,0.48548,0.947,0.84629,0.82047,0.85213,0.50497,1.22056,0.55197,1.05441,0.0006601,0.0006601,0.0006601
105,71403.6,0.97874,0.49019,0.94641,0.88052,0.79379,0.85574,0.50208,1.22313,0.55217,1.0555,0.0006568,0.0006568,0.0006568
106,72081.9,0.96334,0.4796,0.94359,0.88781,0.80556,0.85387,0.5017,1.21904,0.55177,1.05313,0.0006535,0.0006535,0.0006535
107,72760.6,0.96475,0.47999,0.94238,0.86593,0.81479,0.85467,0.49704,1.22575,0.5555,1.05506,0.0006502,0.0006502,0.0006502
108,73439.3,0.96874,0.48457,0.94391,0.86524,0.78891,0.84815,0.49599,1.22721,0.55135,1.05747,0.0006469,0.0006469,0.0006469
109,74117.3,0.94649,0.47213,0.94175,0.84847,0.81516,0.85423,0.49979,1.22356,0.54881,1.05655,0.0006436,0.0006436,0.0006436
110,74802.7,0.94968,0.47116,0.93826,0.87059,0.78355,0.85027,0.49838,1.22683,0.54909,1.05891,0.0006403,0.0006403,0.0006403
111,75484.1,0.94998,0.47568,0.94044,0.86165,0.76951,0.84688,0.49584,1.22681,0.54602,1.06017,0.000637,0.000637,0.000637
112,76163.9,0.93944,0.4733,0.93739,0.90566,0.74305,0.84617,0.49253,1.22536,0.55102,1.06008,0.0006337,0.0006337,0.0006337
113,76842.5,0.93985,0.46918,0.93716,0.85038,0.79475,0.84814,0.49204,1.22302,0.5513,1.05739,0.0006304,0.0006304,0.0006304
114,77520.6,0.93727,0.46771,0.93709,0.85337,0.80003,0.84858,0.49483,1.22562,0.55389,1.05865,0.0006271,0.0006271,0.0006271
